id,DRAFTID,CombineID,Year,Name,FirstName,LastName,Position,HeightInchesTotal,HeightFeet,HeightInches,Weight(LBS),ArmLength(Inches),HandsSize(Inches),FortyYardDash,TwentyYardDashSplit,TenYardDashSplit,TwentyYardShuttle,ThreeConeDrill,VerticalJump,BroadJump,BenchPressReps,DraftRound,College,PickRound,PickTotal,Wonderlic
9897,20104127,E.J.Wilson20104,2010,E.J. Wilson,E.J.,Wilson,DE,75,6,3,286,32.75,10,4.97,,,,,29.5,,23,4,North Carolina,29,127,
9898,,LindseyWitten2010,2010,Lindsey Witten,Lindsey,Witten,DE,77,6,5,250,35,9,4.7,,,4.62,,36.5,115,23,,,,,
9899,20104109,CoreyWootton20104,2010,Corey Wootton,Corey,Wootton,DE,78,6,6,270,34.75,10.25,4.92,,,,,,,20,4,Northwestern,11,109,
9900,20107213,WillieYoung20107,2010,Willie Young,Willie,Young,DE,77,6,5,251,34.5,10.25,4.88,,,4.56,,38,118,25,7,North Carolina State,6,213,
9901,20104120,GenoAtkins20104,2010,Geno Atkins,Geno,Atkins,DT,74,6,2,293,32,9.625,4.75,,,4.43,,33,117,34,4,Georgia,22,120,
9902,2010257,TerrenceCody20102,2010,Terrence Cody,Terrence,Cody,DT,76,6,4,349,34.25,11,5.71,,,5.03,,20.5,,,2,Alabama,25,57,
9903,2010244,LamarrHouston20102,2010,Lamarr Houston,Lamarr,Houston,DT,75,6,3,305,33,10,4.84,,,4.71,,33.5,114,30,2,Texas,12,44,
9904,2010246,LinvalJoseph20102,2010,Linval Joseph,Linval,Joseph,DT,77,6,5,328,34.5,10,5.09,,,4.71,,30,100,39,2,East Carolina,14,46,
9905,201013,GeraldMcCoy20101,2010,Gerald McCoy,Gerald,McCoy,DT,76,6,4,295,33.75,10.25,5.04,,,4.48,,30.5,114,23,1,Oklahoma,3,3,
9906,2010381,EarlMitchell20103,2010,Earl Mitchell,Earl,Mitchell,DT,74,6,2,296,32.5,9.25,4.75,,,4.55,,28.5,107,25,3,Arizona,17,81,
9907,,MikeNeal2010,2010,Mike Neal,Mike,Neal,DT,75,6,3,294,33.5,10.25,4.87,,,4.53,,33,113,31,,,,,
9908,2010128,JaredOdrick20101,2010,Jared Odrick,Jared,Odrick,DT,77,6,5,304,34,9.75,5.03,,,4.59,,29,106,26,1,Penn State,28,28,
9909,,VinceOghobaase2010,2010,Vince Oghobaase,Vince,Oghobaase,DT,77,6,5,302,35.375,10,5.46,,,,,26,,27,,,,,
9910,,JeffOwens2010,2010,Jeff Owens,Jeff,Owens,DT,73,6,1,304,32.75,8.875,4.97,,,4.68,,30,101,44,,,,,
9911,2010383,CoreyPeters20103,2010,Corey Peters,Corey,Peters,DT,75,6,3,300,34,9,4.98,,,4.76,,33,98,,3,Kentucky,19,83,
9912,2010235,BrianPrice20102,2010,Brian Price,Brian,Price,DT,73,6,1,303,32.25,9.5,5.12,,,,,28.5,96,34,2,UCLA,3,35,
9913,,JayRoss2010,2010,Jay Ross,Jay,Ross,DT,75,6,3,313,32.625,10.25,5.1,,,4.64,,32,100,30,,,,,
9914,,MalcolmSheppard2010,2010,Malcolm Sheppard,Malcolm,Sheppard,DT,74,6,2,285,33.5,9.75,5.11,,,4.78,,28,100,19,,,,,
9915,201012,NdamukongSuh20101,2010,Ndamukong Suh,Ndamukong,Suh,DT,76,6,4,307,33.5,10.25,5.03,,,4.44,,35.5,105,32,1,Nebraska,2,2,
9916,20105146,CamThomas20105,2010,Cam Thomas,Cam,Thomas,DT,76,6,4,330,34.75,10.5,5.16,,,4.78,,29,102,31,5,North Carolina,15,146,
9917,2010241,TorellTroup20102,2010,Torell Troup,Torell,Troup,DT,75,6,3,314,34,9.875,5.12,,,4.73,,29,98,34,2,UCF,9,41,
9918,,LorenzoWashington2010,2010,Lorenzo Washington,Lorenzo,Washington,DT,76,6,4,291,34,10.25,5.21,,,4.68,,30,107,25,,,,,
9919,2010126,DanWilliams20101,2010,Dan Williams,Dan,Williams,DT,74,6,2,327,33.5,10.125,5.19,,,4.87,,32,96,27,1,Tennessee,26,26,
9920,20104123,AlWoods20104,2010,Al Woods,Al,Woods,DT,76,6,4,309,36,11,5.15,,,4.67,,37,109,,4,LSU,25,123,
9921,20107242,DougWorthington20107,2010,Doug Worthington,Doug,Worthington,DT,77,6,5,292,34,10,5.02,,,,,,,19,7,Ohio State,35,242,
9922,20105139,JohnConner20105,2010,John Conner,John,Conner,FB,71,5,11,246,32,8.5,4.64,,,4.32,,35,111,24,5,Kentucky,8,139,
9923,,RiarGeer2010,2010,Riar Geer,Riar,Geer,FB,75,6,3,256,33,10.125,5,,,4.29,,33,106,13,,,,,
9924,,RashawnJackson2010,2010,Rashawn Jackson,Rashawn,Jackson,FB,73,6,1,239,33,9.875,4.75,,,,,34.5,117,,,,,,
9925,,ManaseTonga2010,2010,Manase Tonga,Manase,Tonga,FB,71,5,11,245,31.875,9.375,4.84,,,4.69,,32,105,19,,,,,
9926,2010237,NateAllen20102,2010,Nate Allen,Nate,Allen,FS,73,6,1,207,31,9.375,4.5,,,,,,,16,2,South Florida,5,37,
9927,,JonAmaya2010,2010,Jon Amaya,Jon,Amaya,FS,73,6,1,203,31.25,8.25,4.51,,,,,28,118,8,,,,,
9928,201015,EricBerry20101,2010,Eric Berry,Eric,Berry,FS,73,6,1,211,33.25,9.625,4.4,,,4.23,,43,130,19,1,Tennessee,5,5,
9929,2010371,MorganBurnett20103,2010,Morgan Burnett,Morgan,Burnett,FS,74,6,2,209,31.75,9,4.51,,,,,,,16,3,Georgia Tech,7,71,
9930,20105133,KamChancellor20105,2010,Kam Chancellor,Kam,Chancellor,FS,75,6,3,231,33,9.5,4.62,,,4.41,,32,116,22,5,Virginia Tech,2,133,
9931,20105136,KendrickLewis20105,2010,Kendrick Lewis,Kendrick,Lewis,FS,73,6,1,198,30.5,8.625,4.73,,,4.33,,31.5,116,16,5,Mississippi,5,136,
9932,2010367,MyronLewis20103,2010,Myron Lewis,Myron,Lewis,FS,74,6,2,203,34,9.625,4.42,,,,,37,126,10,3,Vanderbilt,3,67,
9933,2010249,TaylorMays20102,2010,Taylor Mays,Taylor,Mays,FS,75,6,3,230,34,10.25,4.31,,,,,41,125,24,2,USC,17,49,
9934,,NickPolk2010,2010,Nick Polk,Nick,Polk,FS,71,5,11,211,33,9.375,4.55,,,,,38,121,14,,,,,
9935,,DennisRogan2010,2010,Dennis Rogan,Dennis,Rogan,FS,69,5,9,185,30.5,8.75,4.73,,,4.1,,38,118,,,,,,
9936,,DonovanWarren2010,2010,Donovan Warren,Donovan,Warren,FS,73,6,1,193,30.5,9.25,4.62,,,,,,113,12,,,,,
9937,2010375,MajorWright20103,2010,Major Wright,Major,Wright,FS,73,6,1,206,31,9.75,4.44,,,4.36,,37.5,119,14,3,Florida,11,75,
9938,,PatAngerer2010,2010,Pat Angerer,Pat,Angerer,ILB,73,6,1,235,30.5,9.125,4.71,,,4.29,,35,110,26,,,,,
9939,,JasonBeauchamp2010,2010,Jason Beauchamp,Jason,Beauchamp,ILB,75,6,3,244,33.5,10,4.89,,,,,39.5,120,21,,,,,
9940,2010379,DonaldButler20103,2010,Donald Butler,Donald,Butler,ILB,73,6,1,245,32.625,9.5,4.62,,,,,,,35,3,Washington,15,79,
9941,,LeeCampbell2010,2010,Lee Campbell,Lee,Campbell,ILB,75,6,3,247,31.5,9.625,4.88,,,4.4,,34,108,17,,,,,
9942,20107220,JamarChaney20107,2010,Jamar Chaney,Jamar,Chaney,ILB,73,6,1,242,33.5,9.875,4.54,,,4.29,,39,124,26,7,Mississippi State,13,220,
9943,20104115,PhillipDillard20104,2010,Phillip Dillard,Phillip,Dillard,ILB,73,6,1,245,30.5,9.5,4.65,,,4.43,,31.5,106,,4,Nebraska,17,115,
9944,20106190,TravisGoethel20106,2010,Travis Goethel,Travis,Goethel,ILB,75,6,3,240,32,9.625,4.81,,,4.54,,35,111,21,6,Arizona State,21,190,
9945,20107254,JoshHull20107,2010,Josh Hull,Josh,Hull,ILB,75,6,3,237,32.75,9,4.93,,,4.07,,32.5,115,25,7,Penn State,47,254,
9946,,MicahJohnson2010,2010,Micah Johnson,Micah,Johnson,ILB,74,6,2,258,32,9.25,4.99,,,,,29,,31,,,,,
9947,,BorisLee2010,2010,Boris Lee,Boris,Lee,ILB,73,6,1,238,32,9.75,4.94,,,,,32.5,112,27,,,,,
9948,2010255,SeanLee20102,2010,Sean Lee,Sean,Lee,ILB,74,6,2,236,32,8.75,4.71,,,,,37.5,120,24,2,Penn State,23,55,
9949,201018,RolandoMcClain20101,2010,Rolando McClain,Rolando,McClain,ILB,76,6,4,249,33,9.375,4.68,,,,,,,24,1,Alabama,8,8,
9950,,AlbertMcClellan2010,2010,Albert McClellan,Albert,McClellan,ILB,73,6,1,247,33,9.75,4.75,,,4.21,,36.5,119,26,,,,,
9951,,MikeMcLaughlin2010,2010,Mike McLaughlin,Mike,McLaughlin,ILB,73,6,1,242,31.5,9,4.84,,,4.11,,38.5,114,29,,,,,
9952,20104102,DarrylSharpton20104,2010,Darryl Sharpton,Darryl,Sharpton,ILB,73,6,1,236,32.5,9.875,4.81,,,4.42,,,,24,4,Miami (FL),4,102,
9953,2010262,BrandonSpikes20102,2010,Brandon Spikes,Brandon,Spikes,ILB,75,6,3,249,33.375,10,5.05,,,,,29,111,,2,Florida,30,62,
9954,,KionWilson2010,2010,Kion Wilson,Kion,Wilson,ILB,73,6,1,239,32.5,10.125,4.87,,,4.53,,36.5,123,27,,,,,
9955,,JeffByers2010,2010,Jeff Byers,Jeff,Byers,OC,76,6,4,301,33.125,9.5,5.04,,,,,,,33,,,,,
9956,20107229,ErikCook20107,2010,Erik Cook,Erik,Cook,OC,78,6,6,318,33.875,9.75,5.55,,,4.99,,25,,19,7,New Mexico,22,229,
9957,,JoeHawley2010,2010,Joe Hawley,Joe,Hawley,OC,75,6,3,297,33.125,10.625,5.21,,,4.73,,26,105,35,,,,,
9958,20106205,TedLarsen20106,2010,Ted Larsen,Ted,Larsen,OC,75,6,3,304,32,9.75,5.19,,,4.66,,24,96,26,6,North Carolina State,36,205,
9959,20106183,EricOlsen20106,2010,Eric Olsen,Eric,Olsen,OC,76,6,4,306,32.5,9.25,5.25,,,4.82,,29.5,93,35,6,Notre Dame,14,183,
9960,2010118,MaurkicePouncey20101,2010,Maurkice Pouncey,Maurkice,Pouncey,OC,77,6,5,304,32.5,10,5.25,,,4.92,,,95,,1,Florida,18,18,
9961,20105158,MattTennant20105,2010,Matt Tennant,Matt,Tennant,OC,77,6,5,300,32.25,9.5,5.15,,,4.62,,25,98,27,5,Boston College,27,158,
9962,2010380,J.D.Walton20103,2010,J.D. Walton,J.D.,Walton,OC,75,6,3,300,33.375,9.25,5.19,,,4.69,,27,101,24,3,Baylor,16,80,
9963,2010245,ZaneBeadles20102,2010,Zane Beadles,Zane,Beadles,OG,77,6,5,310,33.75,9.75,5.28,,,,,,,27,2,Utah,13,45,
9964,,CironBlack2010,2010,Ciron Black,Ciron,Black,OG,77,6,5,327,33,10.125,5.53,,,5.13,,25.5,,23,,,,,
9965,,DorianBrooks2010,2010,Dorian Brooks,Dorian,Brooks,OG,74,6,2,306,33.75,10,5.15,,,4.66,,23,100,26,,,,,
9966,,BrandonCarter2010,2010,Brandon Carter,Brandon,Carter,OG,78,6,6,329,33.5,10.625,5.34,,,4.94,,24.5,,22,,,,,
9967,20105161,ChrisDeGeare20105,2010,Chris DeGeare,Chris,DeGeare,OG,76,6,4,325,34,9.75,5.12,,,4.9,,32.5,103,27,5,Wake Forest,30,161,
9968,,KurtisGregory2010,2010,Kurtis Gregory,Kurtis,Gregory,OG,77,6,5,305,33,10.25,5.31,,,4.93,,25.5,,26,,,,,
9969,2010117,MikeIupati20101,2010,Mike Iupati,Mike,Iupati,OG,77,6,5,331,34.75,10.625,5.24,,,4.93,,27.5,92,27,1,Idaho,17,17,
9970,2010398,MikeJohnson20103,2010,Mike Johnson,Mike,Johnson,OG,73,6,1,312,32.5,9.75,5.37,,,5.01,,25,,,3,Alabama,34,98,
9971,2010392,ShawnLauvao20103,2010,Shawn Lauvao,Shawn,Lauvao,OG,75,6,3,315,33,9.5,5.22,,,4.51,,26.5,101,33,3,Arizona State,28,92,
9972,20105169,MarshallNewhouse20105,2010,Marshall Newhouse,Marshall,Newhouse,OG,76,6,4,319,34,10.25,4.99,,,4.6,,25,97,25,5,TCU,38,169,
9973,,AlexParsons2010,2010,Alex Parsons,Alex,Parsons,OG,76,6,4,309,31.75,10,5.12,,,,,27,99,23,,,,,
9974,20105147,MitchPetrus20105,2010,Mitch Petrus,Mitch,Petrus,OG,75,6,3,310,33.75,9.5,5.34,,,,,,,45,5,Arkansas,16,147,
9975,,DaceRichardson2010,2010,Dace Richardson,Dace,Richardson,OG,77,6,5,320,33.5,9.75,5.76,,,5.38,,23.5,,19,,,,,
9976,20105151,ChrisScott20105,2010,Chris Scott,Chris,Scott,OG,75,6,3,319,34.125,10.375,5.52,,,5.03,,22.5,,19,5,Tennessee,20,151,
9977,20106187,ShelleySmith20106,2010,Shelley Smith,Shelley,Smith,OG,75,6,3,300,32.5,9.25,5.03,,,4.71,,34,112,26,6,Colorado State,18,187,
9978,,MikeTepper2010,2010,Mike Tepper,Mike,Tepper,OG,78,6,6,324,32.5,10.25,5.31,,,5.25,,26.5,,28,,,,,
9979,,AdamUlatoski2010,2010,Adam Ulatoski,Adam,Ulatoski,OG,78,6,6,300,33.25,9.625,5.52,,,4.99,,26,,24,,,,,
9980,,KyleBosworth2010,2010,Kyle Bosworth,Kyle,Bosworth,OLB,73,6,1,236,32,9.25,4.69,,,4.11,,32.5,117,25,,,,,
9981,2010391,NavorroBowman20103,2010,Navorro Bowman,Navorro,Bowman,OLB,73,6,1,242,33,9.875,4.7,,,4.59,,29.5,115,26,3,Penn State,27,91,
9982,20104121,KeenanClayton20104,2010,Keenan Clayton,Keenan,Clayton,OLB,73,6,1,229,32.5,9.5,4.59,,,,,41.5,124,27,4,Oklahoma,23,121,
9983,,JustinCole2010,2010,Justin Cole,Justin,Cole,OLB,75,6,3,242,33.625,9.875,4.76,,,4.42,,34.5,117,22,,,,,
9984,,AntonioColeman2010,2010,Antonio Coleman,Antonio,Coleman,OLB,74,6,2,255,33,10,4.87,,,,,,113,18,,,,,
9985,20107240,KavellConner20107,2010,Kavell Conner,Kavell,Conner,OLB,73,6,1,242,32.75,9.5,4.59,,,4.6,,33.5,110,24,7,Clemson,33,240,
9986,2010397,RennieCurran20103,2010,Rennie Curran,Rennie,Curran,OLB,71,5,11,235,31.5,10.375,4.75,,,,,34.5,,25,3,Georgia,33,97,
9987,20107236,DexterDavis20107,2010,Dexter Davis,Dexter,Davis,OLB,74,6,2,244,33,9.5,4.62,,,4.3,,35,109,25,7,Arizona State,29,236,
9988,20104119,A.J.Edds20104,2010,A.J. Edds,A.J.,Edds,OLB,76,6,4,246,32.75,9.125,4.62,,,4.28,,33,117,16,4,Iowa,21,119,
9989,,JuniorGalette2010,2010,Junior Galette,Junior,Galette,OLB,74,6,2,257,33,9,4.77,,,4.16,7.04,33.5,113,25,,,,,
9990,20104116,ThaddeusGibson20104,2010,Thaddeus Gibson,Thaddeus,Gibson,OLB,74,6,2,243,33,8.75,4.78,,,4.27,,32,115,32,4,Ohio State,18,116,
9991,2010113,BrandonGraham20101,2010,Brandon Graham,Brandon,Graham,OLB,74,6,2,268,32.25,9.875,4.71,,,,,,,31,1,Michigan,13,13,
9992,2010131,JerryHughes20101,2010,Jerry Hughes,Jerry,Hughes,OLB,74,6,2,255,33,9.75,4.65,,,4.15,,34.5,118,26,1,TCU,31,31,
9993,,CarlIhenacho2010,2010,Carl Ihenacho,Carl,Ihenacho,OLB,75,6,3,245,33.5,8.875,4.86,,,,,,,20,,,,,
9994,2010243,SergioKindle20102,2010,Sergio Kindle,Sergio,Kindle,OLB,75,6,3,250,33.25,10,4.65,,,4.53,,36.5,118,25,2,Texas,11,43,
9995,,KeatonKristick2010,2010,Keaton Kristick,Keaton,Kristick,OLB,75,6,3,234,31,9.5,4.7,,,4.21,,34,120,16,,,,,
9996,,SimoniLawrence2010,2010,Simoni Lawrence,Simoni,Lawrence,OLB,73,6,1,232,33,9.625,4.59,,,4.43,,40,123,21,,,,,
9997,,SamMaxwell2010,2010,Sam Maxwell,Sam,Maxwell,OLB,74,6,2,246,33,10.25,4.88,,,4.52,,33,108,,,,,,
9998,2010240,KoaMisi20102,2010,Koa Misi,Koa,Misi,OLB,75,6,3,251,32.5,9.875,4.75,,,4.27,,38,127,,2,Utah,8,40,
9999,20106178,ArthurMoats20106,2010,Arthur Moats,Arthur,Moats,OLB,73,6,1,246,33.75,8.625,4.64,,,4.37,,36.5,122,24,6,James Madison,9,178,
10000,20104131,RoddrickMuckelroy20104,2010,Roddrick Muckelroy,Roddrick,Muckelroy,OLB,74,6,2,246,32.5,9.25,4.68,,,4.39,,31,110,19,4,Texas,33,131,
10001,20104124,EricNorwood20104,2010,Eric Norwood,Eric,Norwood,OLB,73,6,1,242,33.375,9.5,4.71,,,4.23,,36.5,115,,4,South Carolina,26,124,
10002,20104103,PerryRiley20104,2010,Perry Riley,Perry,Riley,OLB,73,6,1,239,32.5,9.5,4.69,,,4.25,,35.5,119,,4,LSU,5,103,
10003,20105142,CameronSheffield20105,2010,Cameron Sheffield,Cameron,Sheffield,OLB,75,6,3,257,33,10,4.92,,,4.53,,33,115,,5,Troy,11,142,
10004,20105166,StevensonSylvester20105,2010,Stevenson Sylvester,Stevenson,Sylvester,OLB,74,6,2,231,33.75,10.125,4.71,,,,,,,23,5,Utah,35,166,
10005,20106184,AdrianTracy20106,2010,Adrian Tracy,Adrian,Tracy,OLB,75,6,3,248,33.5,9.5,4.76,,,4.34,,35.5,110,20,6,William & Mary,15,184,
10006,,NateTriplett2010,2010,Nate Triplett,Nate,Triplett,OLB,75,6,3,250,31,10,4.7,,,4.37,,33,115,20,,,,,
10007,2010247,DarylWashington20102,2010,Daryl Washington,Daryl,Washington,OLB,74,6,2,230,34.5,9.5,4.58,,,,,31,114,17,2,TCU,15,47,
10008,20107217,DekodaWatson20107,2010,Dekoda Watson,Dekoda,Watson,OLB,74,6,2,226,32.75,8.75,4.55,,,4.11,,40,134,24,7,Florida State,10,217,
10009,2010119,SeanWeatherspoon20101,2010,Sean Weatherspoon,Sean,Weatherspoon,OLB,73,6,1,239,31.25,10.25,4.62,,,4.38,,40,123,34,1,Missouri,19,19,
10010,2010252,JasonWorilds20102,2010,Jason Worilds,Jason,Worilds,OLB,73,6,1,254,32.875,9.25,4.65,,,4.29,,38,114,24,2,Virginia Tech,20,52,
10011,2010264,CharlesBrown20102,2010,Charles Brown,Charles,Brown,OT,78,6,6,303,35.25,11.375,5.24,,,,,31.5,,21,2,USC,32,64,
10012,2010123,BryanBulaga20101,2010,Bryan Bulaga,Bryan,Bulaga,OT,78,6,6,314,33.25,9.25,5.2,,,4.75,,27.5,98,26,1,Iowa,23,23,
10013,20107216,KyleCalloway20107,2010,Kyle Calloway,Kyle,Calloway,OT,79,6,7,323,33.25,10.125,5.46,,,4.86,,23.5,,22,7,Iowa,9,216,
10014,20104106,BruceCampbell20104,2010,Bruce Campbell,Bruce,Campbell,OT,79,6,7,314,36.25,10.5,4.75,,,4.69,,32,101,34,4,Maryland,8,106,
10015,20107231,SelvishCapers20107,2010,Selvish Capers,Selvish,Capers,OT,77,6,5,308,34,10,5.11,,,4.68,,30.5,106,19,7,West Virginia,24,231,
10016,2010111,AnthonyDavis20101,2010,Anthony Davis,Anthony,Davis,OT,77,6,5,323,34,10.125,5.36,,,4.97,,33,,21,1,Rutgers,11,11,
10017,2010261,VladimirDucasse20102,2010,Vladimir Ducasse,Vladimir,Ducasse,OT,77,6,5,332,34.75,9.625,5.21,,,4.97,,26,91,29,2,Massachusetts,29,61,
10018,20104128,JasonFox20104,2010,Jason Fox,Jason,Fox,OT,79,6,7,305,34.5,9.5,5.42,,,,,,,23,4,Miami (FL),30,128,
10019,2010373,JohnJerry20103,2010,John Jerry,John,Jerry,OT,78,6,6,328,34,9.75,5.15,,,4.69,,27.5,101,,3,Mississippi,9,73,
10020,,KyleJolly2010,2010,Kyle Jolly,Kyle,Jolly,OT,78,6,6,311,33.5,10.25,5.36,,,4.87,,21.5,,20,,,,,
10021,201016,RussellOkung20101,2010,Russell Okung,Russell,Okung,OT,77,6,5,307,36,10.5,5.18,,,,,,,38,1,Oklahoma State,6,6,
10022,,ColePemberton2010,2010,Cole Pemberton,Cole,Pemberton,OT,79,6,7,315,34.25,10.125,5.37,,,4.77,,22.5,,18,,,,,
10023,2010233,RodgerSaffold20102,2010,Rodger Saffold,Rodger,Saffold,OT,77,6,5,316,33.625,9.375,5.21,,,4.67,,29.5,113,27,2,Indiana,1,33,
10024,,JaredVeldheer2010,2010,Jared Veldheer,Jared,Veldheer,OT,80,6,8,312,33,10,5.06,,,4.51,,33.5,109,32,,,,,
10025,,EdWang2010,2010,Ed Wang,Ed,Wang,OT,77,6,5,314,33.75,10.25,5.18,,,4.7,,27,96,29,,,,,
10026,,TonyWashington2010,2010,Tony Washington,Tony,Washington,OT,78,6,6,311,35.5,10.5,5.25,,,4.84,,29.5,114,33,,,,,
10027,20107208,ThomasWelch20107,2010,Thomas Welch,Thomas,Welch,OT,79,6,7,307,33.25,9.5,5.42,,,4.8,,29,,29,7,Vanderbilt,1,208,
10028,201014,TrentWilliams20101,2010,Trent Williams,Trent,Williams,OT,77,6,5,315,34.25,9.75,4.81,,,4.63,,34.5,113,23,1,Oklahoma,4,4,
10029,20106179,SamYoung20106,2010,Sam Young,Sam,Young,OT,80,6,8,316,34.5,10.125,5.2,,,4.87,,29.5,104,29,6,Notre Dame,10,179,
10030,201011,SamBradford20101,2010,Sam Bradford,Sam,Bradford,QB,76,6,4,236,34.375,9.5,4.79,,,,,,,,1,Oklahoma,1,1,36
10031,,JarrettBrown2010,2010,Jarrett Brown,Jarrett,Brown,QB,75,6,3,224,34.875,10,4.5,,,4.39,,34.5,114,,,,,,
10032,20107209,LeviBrown20107,2010,Levi Brown,Levi,Brown,QB,76,6,4,229,31.5,9.5,4.93,,,4.43,,31.5,106,20,7,Troy,2,209,
10033,20107239,SeanCanfield20107,2010,Sean Canfield,Sean,Canfield,QB,76,6,4,223,32.75,9.25,4.93,,,4.39,,29.5,100,,7,Oregon State,32,239,
10034,,DaryllClark2010,2010,Daryll Clark,Daryll,Clark,QB,74,6,2,235,32.75,9.5,4.72,,,,,,,21,,,,,
10035,2010248,JimmyClausen20102,2010,Jimmy Clausen,Jimmy,Clausen,QB,74,6,2,222,30.75,9,4.76,,,,,,,,2,Notre Dame,16,48,23
10036,,MaxHall2010,2010,Max Hall,Max,Hall,QB,73,6,1,209,30,9,4.84,,,4.35,,32,102,,,,,,
10037,,TimHiller2010,2010,Tim Hiller,Tim,Hiller,QB,76,6,4,229,31.25,9.125,4.97,,,4.54,,32.5,118,18,,,,,
10038,,MikeKafka2010,2010,Mike Kafka,Mike,Kafka,QB,75,6,3,225,33.5,9.25,4.93,,,4.37,,32,110,,,,,,
10039,20106181,DanLeFevour20106,2010,Dan LeFevour,Dan,LeFevour,QB,75,6,3,230,32.5,9.25,4.6,,,4.22,,29.5,110,,6,Central Michigan,12,181,
10040,,ThaddeusLewis2010,2010,Thaddeus Lewis,Thaddeus,Lewis,QB,73,6,1,215,32.625,9.625,4.84,,,,,28,107,,,,,,
10041,2010385,ColtMcCoy20103,2010,Colt McCoy,Colt,McCoy,QB,73,6,1,216,31,9.375,4.79,,,,,,114,,3,Texas,21,85,25
10042,20106204,TonyPike20106,2010,Tony Pike,Tony,Pike,QB,78,6,6,223,34.5,10,4.9,,,4.53,7.06,28.5,108,,6,Cincinnati,35,204,
10043,20107250,ZacRobinson20107,2010,Zac Robinson,Zac,Robinson,QB,75,6,3,214,31.25,9,4.68,,,4.4,,35,110,,7,Oklahoma State,43,250,
10044,20105155,JohnSkelton20105,2010,John Skelton,John,Skelton,QB,78,6,6,243,32,9.75,4.85,,,4.33,,33.5,108,,5,Fordham,24,155,24
10045,,RileySkinner2010,2010,Riley Skinner,Riley,Skinner,QB,73,6,1,214,30.5,9.375,5.05,,,4.29,7.04,30,101,,,,,,
10046,,JevanSnead2010,2010,Jevan Snead,Jevan,Snead,QB,75,6,3,219,32.25,10,5.04,,,4.33,,33,106,,,,,,22
10047,2010125,TimTebow20101,2010,Tim Tebow,Tim,Tebow,QB,75,6,3,236,31.75,10.125,4.71,,,4.17,,38.5,115,,1,Florida,25,25,22
10048,,JoiqueBell2010,2010,Joique Bell,Joique,Bell,RB,71,5,11,220,31.5,9,4.68,,,4.17,,36.5,120,,,,,,
10049,2010130,JahvidBest20101,2010,Jahvid Best,Jahvid,Best,RB,70,5,10,199,31.75,9,4.34,,,4.17,,32.5,113,18,1,California,30,30,24
10050,,LeGarretteBlount2010,2010,LeGarrette Blount,LeGarrette,Blount,RB,73,6,1,241,33.5,10,4.7,,,4.49,,35,117,18,,,,,16
10051,,ChrisBrown2010,2010,Chris Brown,Chris,Brown,RB,71,5,11,210,29,9.125,4.55,,,,,36,115,17,,,,,
10052,,AndreDixon2010,2010,Andre Dixon,Andre,Dixon,RB,73,6,1,205,32.25,10.125,4.56,,,4.19,,40,117,,,,,,
10053,20106173,AnthonyDixon20106,2010,Anthony Dixon,Anthony,Dixon,RB,73,6,1,233,32.625,9.75,4.67,,,4.49,,33,121,15,6,Mississippi State,4,173,25
10054,20106188,JonathanDwyer20106,2010,Jonathan Dwyer,Jonathan,Dwyer,RB,71,5,11,229,31,8.625,4.64,,,4.67,,33,107,15,6,Georgia Tech,19,188,17
10055,2010251,TobyGerhart20102,2010,Toby Gerhart,Toby,Gerhart,RB,73,6,1,231,32,9.625,4.5,,,4.25,,38,118,22,2,Stanford,19,51,
10056,2010259,MontarioHardesty20102,2010,Montario Hardesty,Montario,Hardesty,RB,73,6,1,225,31,9.5,4.49,,,4.14,,41,124,21,2,Tennessee,27,59,25
10057,,ChrisIvory2010,2010,Chris Ivory,Chris,Ivory,RB,71.5,5,11.5,222,,,4.48,2.6,1.54,4.6,7.2,36,119,,,,,,
10058,,BrandonJames2010,2010,Brandon James,Brandon,James,RB,67,5,7,186,29.75,8.75,4.47,,,,,,,14,,,,,
10059,,JavarrisJames2010,2010,Javarris James,Javarris,James,RB,73,6,1,215,32,9.625,4.58,,,,,36,115,21,,,,,
10060,,StafonJohnson2010,2010,Stafon Johnson,Stafon,Johnson,RB,71,5,11,214,30.375,8.75,4.62,,,,,35.5,118,13,,,,,
10061,,DariusMarshall2010,2010,Darius Marshall,Darius,Marshall,RB,69,5,9,190,30.75,9,4.59,,,4.39,,35.5,109,14,,,,,
10062,2010112,RyanMathews20101,2010,Ryan Mathews,Ryan,Mathews,RB,73,6,1,218,31,9.25,4.37,,,4.33,,36,121,19,1,Fresno State,12,12,16
10063,20104112,JoeMcKnight20104,2010,Joe McKnight,Joe,McKnight,RB,73,6,1,198,31.75,9.125,4.4,,,,,36.5,120,18,4,USC,14,112,
10064,,ShawnbreyMcNeal2010,2010,Shawnbrey McNeal,Shawnbrey,McNeal,RB,69,5,9,194,30.5,9.375,4.53,,,,,36,117,14,,,,,
10065,,LonyaeMiller2010,2010,Lonyae Miller,Lonyae,Miller,RB,73,6,1,221,30.75,8.875,4.43,,,4.54,,36.5,120,26,,,,,
10066,,PatPaschall2010,2010,Pat Paschall,Pat,Paschall,RB,73,6,1,209,32.625,9.25,4.65,,,4.33,,38.5,118,15,,,,,25
10067,20106200,CharlesScott20106,2010,Charles Scott,Charles,Scott,RB,73,6,1,238,33,9.5,4.68,,,4.47,,30.5,111,,6,LSU,31,200,26
